=1,=1.0
=2,=0.999666295884
=3,=0.999555061179
=4,=0.999888765295
=5,=1.0
=6,=0.999443826474
=7,=0.99926902908
=8,=0.998998453834
=9,=0.99317749464
=10,=0.969743516057
=11,=0.901430198173
=12,=0.786102848421
=13,=0.595750294348
=14,=0.635352617922
=15,=0.593721018259
=16,=0.6230069434
=17,=0.540589457632
=18,=0.443184779615
=19,=0.400160429221
=20,=0.126830126015
