=1,=1.0
=2,=1.0
=3,=1.0
=4,=1.0
=5,=1.0
=6,=1.0
=7,=1.0
=8,=1.0
=9,=1.0
=10,=0.999933259177
=11,=0.976519364951
=12,=0.7939747868
=13,=0.717242951155
=14,=0.662887569358
=15,=0.554292772387
=16,=0.534808385897
=17,=0.537637067257
=18,=0.532527074935
=19,=0.446300278634
=20,=0.380479958088
