=1,=1.0
=2,=1.0
=3,=1.0
=4,=1.0
=5,=0.999955506118
=6,=0.998887652948
=7,=0.999936437311
=8,=0.998636972147
=9,=0.990754554409
=10,=0.974082313682
=11,=0.925647761781
=12,=0.845559630991
=13,=0.692719293544
=14,=0.70015344007
=15,=0.661057777435
=16,=0.631961957544
=17,=0.559595798928
=18,=0.562287335902
=19,=0.315552321832
=20,=0.186165786175
